Ontology ID	label	editor preferred term	has curation status	alternative label	IEDB alternative term	definition	definition source	example of usage	term editor	editor note	curator note	ontology term requester	term tracker item	logical type	parent class	material processing technique	detection technique	reagent	input	output	MHC source	target entity	target context	unit
OBI:1110151	ELISA measuring epitope specific interferon-gamma production by T cells				IFNg release|ELISA	An enzyme-linked immunosorbent assay that detects interferon-gamma production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunosorbent assay							('type II interferon production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:1110152	ELISA measuring epitope specific interleukin-2 production by T cells				IL-2 release|ELISA	An enzyme-linked immunosorbent assay that detects interleukin-2 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunosorbent assay							('interleukin-2 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:1110153	ELISA measuring epitope specific interleukin-4 production by T cells				IL-4 release|ELISA	An enzyme-linked immunosorbent assay that detects interleukin-4 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunosorbent assay							('interleukin-4 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:1110154	ELISA measuring epitope specific interleukin-5 production by T cells				IL-5 release|ELISA	An enzyme-linked immunosorbent assay that detects interleukin-5 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunosorbent assay							('interleukin-5 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:1110155	ELISA measuring epitope specific tumor necrosis factor alpha production by T cells				TNFa release|ELISA	An enzyme-linked immunosorbent assay that detects tumor necrosis factor alpha production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunosorbent assay							('tumor necrosis factor production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:1110156	ELISA measuring epitope specific interleukin-10 production by T cells				IL-10 release|ELISA	An enzyme-linked immunosorbent assay that detects interleukin-10 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunosorbent assay							('interleukin-10 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:1110157	ELISA measuring epitope specific granulocyte macrophage colony-stimulating factor production by T cells				GM-CSF release|ELISA	An enzyme-linked immunosorbent assay that detects granulocyte macrophage colony stimulating factor production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunosorbent assay							('granulocyte macrophage colony-stimulating factor production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:1110158	ELISA measuring epitope specific interleukin-6 production by T cells				IL-6 release|ELISA	An enzyme-linked immunosorbent assay that detects interleukin-6 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunosorbent assay							('interleukin-6 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:1110159	ELISA measuring epitope specific interleukin-13 production by T cells				IL-13 release|ELISA	An enzyme-linked immunosorbent assay that detects interleukin-13 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunosorbent assay							('interleukin-13 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:1110160	ELISA measuring epitope specific interleukin-12 production by T cells				IL-12 release|ELISA	An enzyme-linked immunosorbent assay that detects interleukin-12 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunosorbent assay							('interleukin-12 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:1110161	ELISA measuring epitope specific interleukin-1 beta production by T cells				IL-1b release|ELISA	An enzyme-linked immunosorbent assay that detects interleukin-1 beta production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunosorbent assay							('interleukin-1 beta production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:1110162	ELISA measuring epitope specific interleukin-17 production by T cells				IL-17 release|ELISA	An enzyme-linked immunosorbent assay that detects interleukin-17 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunosorbent assay							('interleukin-17 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:1110163	ELISA measuring epitope specific interleukin-18 production by T cells				IL-18 release|ELISA	An enzyme-linked immunosorbent assay that detects interleukin-18 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunosorbent assay							('interleukin-18 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:1110167	ELISPOT assay measuring epitope specific interleukin-4 production by T cells				IL-4 release|ELISPOT	An enzyme-linked immunospot assay that detects interleukin-4 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunospot assay							('interleukin-4 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:1110168	ELISPOT assay measuring epitope specific tumor necrosis factor alpha production by T cells				TNFa release|ELISPOT	An enzyme-linked immunospot assay that detects tumor necrosis factor alpha production by T cells	IEDB		IEDB					equivalent	enzyme-linked immunospot assay							('tumor necrosis factor production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:1110170	ELISPOT assay measuring epitope specific interleukin-10 production by T cells				IL-10 release|ELISPOT	An enzyme-linked immunospot assay that detects interleukin-10 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunospot assay							('interleukin-10 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:1110171	ELISPOT assay measuring epitope specific interleukin-13 production by T cells				IL-13 release|ELISPOT	An enzyme-linked immunospot assay that detects interleukin-13 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunospot assay							('interleukin-13 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:1110172	intracellular cytokine staining assay measuring epitope specific interferon-gamma production by T cells				IFNg release|ICS	A flow cytometry assay that detects interferon-gamma production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	flow cytometry assay							('type II interferon production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:1110173	intracellular cytokine staining assay measuring epitope specific interleukin-2 production by T cells				IL-2 release|ICS	A flow cytometry assay that detects interleukin-2 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	flow cytometry assay							('interleukin-2 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
