ontology ID	label	editor preferred term	has curation status	alternative label	definition	definition source	example of usage	term editor	editor note	curator note	ontology term requester	term tracker item	logical type	parent class	function	has part	part of	manufactured by	associated axioms
OBI:0400078	obscuration bar	obscuration bar	metadata incomplete		An obscuration bar is a an optical subsystem which is a strip of metal or other material that serves to block out direct light from the illuminating beam. The obscuration bar prevents the bright light scattered in the forward directions from burning out the collection device.	John Quinn|Flow Cytometry: First Principles, by Alice Longobardi Givan, ISBN-10: 0471382248, ISBN-13: 978-0471382249	obscuration bar in a flow cytometer	Daniel Schober						device	filter function				
OBI:0400079	optical filter	optical filter	metadata incomplete		An optical filter is an optical subsystem that selectively transmits light having certain properties (often, a particular range of wavelengths, that is, range of colours of light), while blocking the remainder. They are commonly used in photography, in many optical instruments, and to colour stage lighting Optical filters can be arranged to segregate and collect light by wave length.	http://en.wikipedia.org/wiki/Optical_filter	720 LP filter, 580/30 BP filter	John Quinn						device	filter function				
OBI:0400080	optical subsystem	optical subsystem	metadata incomplete		A device or part of a device that deals with the behavior and properties of light and the interaction of light with matter. Commonly optical subsystems consist of an excitation optics and collection optics. The excitation optics of a flow cytometer optical subsystem consist of the laser and lenses that are used to shape and focus the laser beam. The collections optics consist of a collection lens to collect light emitted from the particle laser beam interaction and a system of optical mirrors and filters to route specified wavelengths of the collected light to designated optical detectors. The optical subsystem in a flow cytometer consists of the equipment used to irradiate particles, and collect the light either emitted or scattered by those particles.	John Quinn	optical subsystem of a cytometer	Person: Daniel Schober	DS: Is 'subsystem' necessary or is 'optical_system' enough. Not sure its graph position since an optical subsystem is not necessarily an instrument, but more likely part of one.					device		obscuration bar|light source|optical filter			
OBI:0400082	photodetector	photodetector	metadata incomplete		A photodetector is a device used to detect and measure the intensity of radiant energy through photoelectric action. In a cytometer, photodetectors measure either the number of photons of laser light scattered on impact with a cell (for example), or the flourescence emitted by excitation of a fluorescent dye.	http://einstein.stanford.edu/content/glossary/glossary.html	A photomultiplier tube, a photo diode	John Quinn						device	measure function				
OBI:0400083	photodiode	photodiode	metadata incomplete		A photodiode is a semiconductor photodetector used to detect light and generate an electrical current. Typically used in forward scatter (FSC) detection. The photodiode collects the forward light scatter in a cytometer.	http://cyto.mednet.ucla.edu/Protocols/flow.htm	Avalanche photodiode	John Quinn						photodetector					
OBI:0400084	photomultiplier tube	photomultiplier tube	metadata incomplete		A photomultiplier is a device that is normally in the form of a tube, that uses a photocathode to convert photons into photoelectrons which are then amplified. PMTs are typically used to detect SSC and fluorescent parameters. Cytometers have a PMT for each color they can collect.	http://cyto.mednet.ucla.edu/Protocols/flow.htm	R9647 by manufactured by Hamamatsu	John Quinn						device	contain function|signal amplification function|measure function				
OBI:0400086	plate loader	plate loader	metadata incomplete		Part of the fluidics system. A plate loader positions the wells of a multi-well plate under the aspiration tube is a preset order. A plate loader is used for high throughput applications.	http://www.beckmancoulter.com/literature/Bioresearch/P-10202A.pdf	FC 500 plate loader	John Quinn	measurement function is not corret as discussed on April 26 dev call. Will add new function such as positioning function. Add to tracker will discuss in the future.					device	transfer function				
OBI:0400087	preamplifier	preamplifier	metadata incomplete		A preamplifier is part of the electronics subsystem. It converts the current output from its associated detector to a voltage. The preamplifier is the first stage in analog electronics signal processing.	Practical Flow Cytometry 4th Edition, Howard Shapiro, ISBN-10: 0471411256, ISBN-13: 978-0471411253	Built in preamplifier in a Hamamatsu H9656 PMT	John Quinn						voltage amplifier					
OBI:0400088	quartz cuvette flow chamber	quartz cuvette flow chamber	metadata incomplete		A flow cell in which the laser irradiates the cell as it passes through a quartz cuvette. A quartz cuvette flow chamber can be used to allow the laser to irradiate cells.	http://www.flocyte.com/FRTP/Resources/flow_cytometry_glossary.htm	CVF-Q-10 flow chamber, CV-Q-10 flow chamber	John Quinn						flow cell					
OBI:0400089	Reflection	Reflection	ready for release		A Reflection is a sorter manufactured by iCyte. It uses digital signal processing, and can be configured with lasers of the users choice from among these excitation wavelengths: 355, 405,488, 532, 635nm. It accommodates up to 48 traditional PMTs. Options include an acousto-optical tunable filter (AOTF) and 16 channel spectrometer (370 to 730 nm). The various detection components can be uniquely configured across multiple Highly Automated Parallel Sorting (HAPS) modules. The Reflection can be used to analyse, sort, and collect cells.	http://www.i-cyt.com/reflection.htm	Reflection at TSRI Flow Cytometry Core Facility	John Quinn						flow cytometer sorter					
OBI:0400091	cytometer sample tube	cytometer sample tube	metadata incomplete		A particle delivery vessel. The cytometer sample tube is a vessel in which the sample is introduced to the cytometer. Frequently the tube is placed on the cytometer in such a manner that a seal is formed between the tube and cytometer, and gas is used to create enough pressure to push the sample out of the tube and into the cytometer.	Practical Flow Cytometry 4th Edition, Howard Shapiro, ISBN-10: 0471411256, ISBN-13: 978-0471411253	sample tube in a cytometer	John Quinn						test tube					
OBI:0400094	sheath tank	sheath tank	metadata incomplete		Part of the fluidics system. The sheath tank is the vessel that holds the sheath fluid at a constant pressure, allowing for it to be pushed into the flow chamber at a constant rate. The sheath tank holds the pressurized sheath fluid.	Practical Flow Cytometry 4th Edition, Howard Shapiro, ISBN-10: 0471411256, ISBN-13: 978-0471411253	LSR2 sheath tank	John Quinn						device	contain function|environment control function				
OBI:0400095	short pass filter	short pass filter	metadata incomplete		A short pass filter is an optical filter that passes low wavelengths of light but attenuates (or reduces) wavelengths higher than the cutoff frequency. A short pass filter with a cutoff of 500 nm would pass all wavelengths less than 500 nm.	http://en.wikipedia.org/wiki/Low-pass_filter	620 SP filter	John Quinn						optical filter					
OBI:0400096	solid state laser	solid state laser	metadata incomplete		A solid-state laser is a laser that uses a lasing medium that is a solid, rather than a liquid such as dye lasers or a gas such as gas lasers. Semiconductor-based diode lasers are also in the solid state, but are generally considered separately from solid-state lasers. The first laser developed was an optical pumped ruby crystal solid state laser.	http://en.wikipedia.org/wiki/Solid-state_laser	Solid State Heat Capacity Laser developed at DOE's Lawrence Livermore National Laboratory for the USA Army's Space and Missile Defense Command	Daniel Schober						laser					
OBI:0400097	Somacount	Somacount	ready for release		A Somacount is a flow_cytometer_analyser manufactured by Bently Instruments. It is a specialized tool for counting somatic cells in milk by specifically staining them with Ethidium Bromide and counting the cells that fluoresce. It has one laser, and the filters and a PMT for the single parameter. There are three sizes available, the 150, 300, and 500 with the number indicating the maximum number of cells that can be analysed per hour. The Somacount is an example of a very specific use cytometer; it exclusively counts somatic cells in milk.	http://www.bentleyinstruments.com/somacount.html#Anchor-Bentley-49575		John Quinn						flow cytometer analyzer					
OBI:0400098	SomaScope	SomaScope	metadata incomplete		The SomaScope is an instrument to quantify somatic cells in milk.	http://www.aicompanies.com/DeltaCD/soma_auto_adv.htm, 2007-05-10	SomaScope Mark II Automatic Economical	Josef Spidlen						flow cytometer analyzer					
OBI:0400099	flow cytometer sorter	flow cytometer sorter	ready for release		A flow_cytometer_sorter is a flow_cytometer that analyzes and separates or sorts particles passing through (based on properties measured during analysis) to collect cells of interest.	http://www.flocyte.com/FRTP/Resources/flow_cytometry_glossary.htm	BioSorter2000, LSR2	John Quinn|Melanie Courtot						flow cytometer	material separation function	droplet sorter|light source|optical filter|photodetector			
OBI:0400100	syringe pump	syringe pump	metadata incomplete		Part of the fluidics system. A syringe pump can be used to inject the sample fluid and cells into the sheath fluid in the flow chamber. Syringe pumps are useful for creating stable flow rates.	http://www.answers.com/topic/syringe, 2007-05-11	NE-1000 Single Syringe Pump	Person:John Quinn						device	transfer function|contain function				
OBI:0400101	voltage amplifier	voltage amplifier	metadata incomplete		A voltage amplifier is a device that amplifies the voltage signal.	http://en.wiktionary.org/wiki/amplifier	Linear amplifier, log amplifier, microwave amplifier	John Quinn|Frank Gibson						device	signal amplification function				
OBI:0400102	waste tank	waste tank	metadata incomplete		Part of the fluidics systems. In analyzers the sheath and sample fluid, once analyzed is dumped into a waste tank. The waste tank is where the fluids passing through the cytometer end up after the analysis is finished.	Practical Flow Cytometry 4th Edition, Howard Shapiro, ISBN-10: 0471411256, ISBN-13: 978-0471411253	LSR2 waste tank	Person:John Quinn						device	contain function				
OBI:0400103	DNA sequencer	DNA sequencer	ready for release		A DNA sequencer is an instrument that determines the order of deoxynucleotides in deoxyribonucleic acid sequences.	MO	ABI 377 DNA Sequencer, ABI 310 DNA Sequencer	Trish Whetzel						device	measure function				
