ontology ID	label	editor preferred term	has curation status	alternative term	definition	definition source	example of usage	term editor	editor note	curator note	ontology term requester	term tracker item	logical type	logical note	parent class	material processing technique	detection technique	evaluant	measurand	analyte	device	reagent	molecular label	input	output	target entity	target context	objective	associated axioms
OBI:2100281	ABL90 panel arterial blood bicarbonate assay				An analyte assay that measures the abundance of bicarbonate in arterial blood as part of a ABL90 panel order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			arterial blood specimen		hydrogencarbonate									
OBI:2100282	ABL90 panel arterial blood potassium assay				An analyte assay that measures the abundance of potassium in arterial blood as part of a ABL90 panel order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			arterial blood specimen		'potassium(1+)'									
OBI:2100283	CBC with manual differential venous blood promyelocyte count assay				A cytometry assay that measures the count of promyelocytes in venous blood as part of a CBC with manual differential order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		cytometry assay			venous blood specimen								promyelocyte			
OBI:2100284	ABL90 panel venous blood glucose assay				An analyte assay that measures the abundance of glucose in venous blood as part of a ABL90 panel order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		glucose									
OBI:2100285	ABL90 panel venous blood hemoglobin assay				An analyte assay that measures the abundance of hemoglobin in venous blood as part of a ABL90 panel order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		hemoglobin									
OBI:2100286	ABL90 panel venous blood ionized calcium assay				An analyte assay that measures the abundance of ionized calcium in venous blood as part of a ABL90 panel order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		calcium cation									
OBI:2100287	ABL90 panel venous blood carbon dioxide assay				An analyte assay that measures the abundance of carbon dioxide in venous blood as part of a ABL90 panel order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		carbon dioxide									
OBI:2100288	ABL90 panel venous blood hematocrit assay				A cytometry assay that measures the proportion of red blood cells in venous blood as part of a ABL90 panel order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		cytometry assay			venous blood specimen								erythrocyte			
OBI:2100289	ABL90 panel venous blood sodium assay				An analyte assay that measures the abundance of sodium in venous blood as part of a ABL90 panel order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		'sodium(1+)'									
OBI:2100290	ABL90 panel venous blood oxygen assay				An analyte assay that measures the abundance of oxygen in venous blood as part of a ABL90 panel order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		elemental oxygen									
OBI:2100291	ABL90 panel venous blood bicarbonate assay				An analyte assay that measures the abundance of bicarbonate in venous blood as part of a ABL90 panel order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		hydrogencarbonate									
OBI:2100292	ABL90 panel venous blood lactic acid assay				An assay that measures lactic acid in venous blood as part of a ABL90 panel order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		assay			venous blood specimen								rac-lactic acid			
OBI:2100293	ABL90 panel venous blood chloride assay				An analyte assay that measures the abundance of chloride in venous blood as part of a ABL90 panel order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		chloride									
OBI:2100294	venous blood T4 assay				An analyte assay that measures the abundance of T4 in venous blood	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		thyroxine									
OBI:2100295	free venous blood T4 assay				An analyte assay that measures the abundance of T4 in venous blood as part of a free order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		thyroxine									
OBI:2100296	ABL90 panel venous blood potassium assay				An analyte assay that measures the abundance of potassium in venous blood as part of a ABL90 panel order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		'potassium(1+)'									
OBI:2100297	urine sodium assay				An analyte assay that measures the abundance of sodium in urine	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			urine specimen		'sodium(1+)'									
OBI:2100298	bone profile venous blood albumin assay				An analyte assay that measures the abundance of albumin in venous blood as part of a bone profile order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		albumin									
OBI:2100299	bone profile venous blood calcium assay				An analyte assay that measures the abundance of calcium in venous blood as part of a bone profile order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		calcium cation									
OBI:2100300	bone profile venous blood human alkaline phosphatase assay				An analyte assay that measures the abundance of human alkaline phosphatase in venous blood as part of a bone profile order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		'alkaline phosphatase (human)'									
OBI:2100301	bone profile venous blood protein assay				An analyte assay that measures the abundance of protein in venous blood as part of a bone profile order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		protein									
OBI:2100302	bone profile venous blood phosphate assay				An analyte assay that measures the abundance of phosphate in venous blood as part of a bone profile order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		phosphate ion									
OBI:2100303	ABG/electrolytes arterial blood carbon dioxide assay				An analyte assay that measures the abundance of carbon dioxide in arterial blood as part of a ABG/electrolytes order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			arterial blood specimen		carbon dioxide									
OBI:2100304	ABG/electrolytes arterial blood oxygen assay				An analyte assay that measures the abundance of oxygen in arterial blood as part of a ABG/electrolytes order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			arterial blood specimen		elemental oxygen									
OBI:2100305	ABG/electrolytes arterial blood ionized calcium assay				An analyte assay that measures the abundance of ionized calcium in arterial blood as part of a ABG/electrolytes order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			arterial blood specimen		calcium cation									
OBI:2100306	CBC with automated differential venous blood nucleated RBC count assay				A cytometry assay that measures the count of nucleated RBCs in venous blood as part of a CBC with automated differential order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		cytometry assay			venous blood specimen								nucleate erythrocyte			
OBI:2100307	ABL90 panel venous blood methemoglobin assay				An analyte assay that measures the abundance of methemoglobin in venous blood as part of a ABL90 panel order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		methemoglobin									
OBI:2100308	ABL90 panel arterial blood methemoglobin assay				An analyte assay that measures the abundance of methemoglobin in arterial blood as part of a ABL90 panel order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			arterial blood specimen		methemoglobin									
OBI:2100309	venous blood valproic acid assay				An analyte assay that measures the abundance of valproic acid in venous blood	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		valproic acid									
OBI:2100310	high sensitivity cardiac/neonatal venous blood c-reactive protein assay				An analyte assay that measures the abundance of c-reactive protein in venous blood as part of a high sensitivity cardiac/neonatal order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			venous blood specimen		C-reactive protein									
OBI:2100311	POC arterial blood creatinine assay				An analyte assay that measures the abundance of creatinine in arterial blood as part of a POC order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			arterial blood specimen		creatinine									
OBI:2100312	GEM4000 ANLCOOX arterial blood bicarbonate assay				An analyte assay that measures the abundance of bicarbonate in arterial blood as part of a GEM4000 ANLCOOX order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			arterial blood specimen		hydrogencarbonate									
OBI:2100313	GEM4000 ANLCOOX arterial blood oxygen assay				An analyte assay that measures the abundance of oxygen in arterial blood as part of a GEM4000 ANLCOOX order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			arterial blood specimen		elemental oxygen									
OBI:2100314	GEM4000 ANLCOOX arterial blood hematocrit assay				A cytometry assay that measures the proportion of red blood cells in arterial blood as part of a GEM4000 ANLCOOX order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		cytometry assay			arterial blood specimen								erythrocyte			
OBI:2100315	GEM4000 ANLCOOX arterial blood temperature assay				An assay that measures temperature in arterial blood as part of a GEM4000 ANLCOOX order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		assay			arterial blood specimen								temperature			
OBI:2100316	GEM4000 ANLCOOX arterial blood hemoglobin assay				An analyte assay that measures the abundance of hemoglobin in arterial blood as part of a GEM4000 ANLCOOX order	PennTURBO team		Mark A. Miller, ORCID:0000-0001-9076-6066 & Chris Stoeckert, ORCID ORCID:0000-0002-5714-991X				https://github.com/obi-ontology/obi/issues/1253	subclass		analyte assay			arterial blood specimen		hemoglobin									
